Section,SetId,EffectiveTime,Version,Abbreviation,Long Form,,,
indication,9C16F853-1A0B-4CE3-8E17-E2BF666C4292,10/9/2007,1,OCD,Obsessive Compulsive Disorder,,,
indication,33eb5ae0-2867-4bf4-af34-f4bf7946423b,9/23/2011,1,NCEP,National Cholesterol Education Program,,,
indication,220cd180-8a71-4530-b8ca-8864bee9caa0,1/27/2012,3,TURP,transurethral resection of the prostate,,,
indication,F4216772-6C37-4FF0-A575-F758390656E3,9/23/2008,3,PONV,postoperative nausea and vomiting,,,
indication,b1d149db-ad43-4f3f-aef1-fb0395ba4191,12/24/2008,1,i.e.,in the study cited,,,
indication,989705dd-929b-4b62-9ef4-e768f0e366cb,8/19/2010,1,SNRI,serotonin and norepinephrine reuptake inhibitor,,,
indication,989705dd-929b-4b62-9ef4-e768f0e366cb,8/19/2010,1,MDD,major depressive disorder,,,
indication,F5FDDA24-DA7D-4E61-936E-9D1A55056B82,9/11/2006,1,NSCLC,non-small-cell lung cancer,,,
indication,9bc362d4-489c-4e7f-915a-3076ff8d132a,7/17/2012,2,PMDD,Premenstrual Dysphoric Disorder,,,
indication,9bc362d4-489c-4e7f-915a-3076ff8d132a,7/17/2012,2,PTSD,Posttraumatic Stress Disorder,,,
indication,9bc362d4-489c-4e7f-915a-3076ff8d132a,7/17/2012,2,OCD,obsessive-compulsive disorder,,,
indication,9bc362d4-489c-4e7f-915a-3076ff8d132a,7/17/2012,2,PMDD,premenstrual dysphoric disorder,,,
indication,8920d813-dc88-456d-8607-47a0156a4b4b,9/6/2011,2,HIV,human immunodeficiency virus,,,
indication,ad14d292-6b01-4d5c-bb90-a5dde44ccb1c,12/15/2010,147,GAD,Generalized Anxiety  Disorder,,,
indication,A719EC72-771F-49C9-B93D-9D5F585176A4,8/7/2006,1,CDC,Center for Disease Control,,,
indication,8fe7a7f5-289d-4546-8d08-33dd0664c5f6,10/1/2009,1,MAC,Mycobacterium avium complex,,,
indication,8fe7a7f5-289d-4546-8d08-33dd0664c5f6,10/1/2009,1,MAC,Mycobacterium  avium complex,,,
indication,d52d231b-f407-f6a0-466e-0f714244010d,9/18/2009,1,RLS,Restless Legs Syndrome,,,
indication,b6f298ba-2d7e-4a3c-9edb-8b60aba716d6,1/19/2012,7,CAD,Coronary Artery Disease,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,LDL-C,low-density lipoprotein cholesterol,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,HeFH,Heterozygous Familial Hypercholesterolemia,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,HDL-C,high-density lipoprotein cholesterol,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,CHD,coronary heart disease,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,CVD,cardiovascular disease,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,Apo B,apolipoprotein B,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,i.e.,is elevation of chylomicrons,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,total-C,total cholesterol,,,
indication,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,TG,triglycerides,,,
indication,5fa6a683-9685-4591-bd00-19f15c9bcf12,1/23/2008,1,Solution,solution,,,
indication,c3657589-4202-4d67-abb0-15df86eacd39,12/23/2010,169,FM,fibromyalgia,,,
indication,d19c57bd-56f8-4640-b891-18f9c365e372,4/23/2012,6,HIV,human immunodeficiency virus,,,
indication,142F9B27-65A7-4ADD-BDCC-2468695FEDFF,3/17/2009,4,OCD,obsessive compulsive disorder,,,
indication,97a9dfe0-4c36-4733-aa06-c2cd2a1f1ca6,9/13/2011,1,HAI,Histologic Activity Index,,,
indication,b72c98da-f1b3-44d4-b8a6-b9324b3e2e10,11/30/2011,1,TG,triglycerides,,,
indication,af1fef85-fb8e-478d-999a-5a8adc42baa3,2/1/2011,4,HSV,herpes simplex virus,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,LDL-C,low-density lipoprotein cholesterol,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,HeFH,Heterozygous Familial Hypercholesterolemia,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,Apo B,apolipoprotein B,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,HDL-C,high-density lipoprotein cholesterol,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,CVD,cardiovascular disease,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,i.e.,is elevation of chylomicrons,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,total-C,total cholesterol,,,
indication,330e35ed-fd6b-4123-864a-a5aa339c24d6,12/27/2011,1,TG,triglycerides,,,
indication,bcac6719-ad8c-e4a5-c32a-af1c0511c591,3/19/2012,2,BMD,bone mineral density,,,
indication,1c1b1efe-735d-4ddb-aafe-ff1ece78ecc4,4/13/2011,7,CNS,CENTRAL NERVOUS SYSTEM,,,
indication,8c1d8b73-299f-4a17-8511-00865b61d201,11/17/2011,1,TG,triglycerides,,,
indication,18f94d60-1385-483d-abed-b6ef38452225,2/1/2007,1,DCCT,Diabetes Control and Complications Trial,,,
indication,0013824B-6AEE-4DA4-AFFD-35BC6BF19D91,6/8/2006,1,Cefizox,ceftizoxime for injection,,,
indication,e08920c2-04a3-4fb5-acc5-0af3140f82e9,10/21/2011,8,AED,antiepileptic drug,,,
indication,529711C6-6029-4E50-8ECE-C0E59B06FF38,3/4/2009,1,VTE,venous thromboembolism,,,
indication,529711C6-6029-4E50-8ECE-C0E59B06FF38,3/4/2009,1,DVT,deep vein thrombosis,,,
indication,529711C6-6029-4E50-8ECE-C0E59B06FF38,3/4/2009,1,PE,pulmonary embolism,,,
indication,AC196FF5-9215-402B-BC57-69AA87F8BADE,10/2/2008,1,e.g.,emptying,,,
indication,1b3ee0b2-0bf7-49e2-a18e-d89421660a7b,8/2/2007,1,CNS,CENTRAL NERVOUS SYSTEM,,,
indication,d742707b-4c17-4b08-a9d0-491ba2bf6415,12/15/2010,3,BPH,benign prostatic hyperplasia,,,
indication,b989cb92-dbe5-4325-bcd3-43fe8a5f13b7,10/10/2010,46,CNS,CENTRAL NERVOUS SYSTEM,,,
indication,10a7ba02-42d6-4cae-8904-b256e2da5496,8/6/2009,5,HoFH,homozygous familial  hypercholesterolemia,,,
indication,2caaf94b-b382-4573-8614-57815776b659,2/17/2010,4,GERD,Gastroesophageal Reflux Disease,,,
indication,6982a931-15b8-482a-bfe0-05d61f37b462,6/17/2011,1,NCEP,National Cholesterol Education Program,,,
indication,c5f4b63b-8d8b-45b3-b530-2f1c32a1b852,1/14/2010,4,VWD,von Willebrand disease,,,
indication,c5f4b63b-8d8b-45b3-b530-2f1c32a1b852,1/14/2010,4,VWD,1.2,,,
indication,4d78fba4-51af-472c-8b64-5505cb4b91dc,7/8/2011,1,LGS,Lennox-Gastaut syndrome,,,
indication,83B78F99-DF2E-46C5-B308-03BAC56A8C8F,3/30/2007,3,Estraderm®,estradiol transdermal system,,,
indication,7f731d62-736d-4df6-9592-98caed4fe5b4,10/12/2007,1,CT,computed tomography,,,
indication,C0403897-79F5-4086-94B7-56C0CB7EE65C,8/4/2007,3,ICU,Intensive Care Unit,,,
indication,C0403897-79F5-4086-94B7-56C0CB7EE65C,8/4/2007,3,MAC,monitored anesthesia care,,,
indication,56c130d1-7581-4152-99a2-0014ee9366c0,6/30/2012,1,FMF,Familial Mediterranean fever,,,
indication,56c130d1-7581-4152-99a2-0014ee9366c0,6/30/2012,1,FMF,familial Mediterranean fever,,,
indication,38642D80-AAA6-4196-A033-3977FF35B48A,8/2/2007,1,MAC,Mycobacterium avium complex,,,
indication,50972F39-A15B-4C90-B9E6-CF7F76CD6E99,10/9/2006,1,plague,potentially toxic agents.a.Pasteurella pestis,,,
indication,85B61F83-AB47-470D-8673-02FEA29247BE,9/20/2007,2,OCD,Obsessive Compulsive Disorder,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,LDL-C,low-density lipoprotein cholesterol,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,HeFH,Heterozygous Familial Hypercholesterolemia,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,Apo B,apolipoprotein B,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,HDL-C,high-density lipoprotein cholesterol,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,CVD,cardiovascular disease,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,i.e.,is elevation of chylomicrons,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,total-C,total cholesterol,,,
indication,9f89e53e-a8fb-4ba7-a26d-21a962abcb1b,2/14/2012,6,TG,triglycerides,,,
indication,1dfbf901-c840-4e43-83ac-579ebe565ba3,8/4/2011,1,DSM-III,Diagnostic and Statistical Manual of Mental Disorders-3rd edition,,,
indication,a5ca8004-9a18-4030-a56c-8938c4823c64,1/12/2010,1,TG,triglycerides,,,
indication,F1569CD1-A0E9-409E-911A-5CB8739C7410,4/5/2007,1,DCIS,Ductal Carcinoma in Situ,,,
indication,3636a53b-caaf-4af9-8105-9a27ec7473c4,8/16/2010,1,MINOCIN®,minocycline,,,
indication,A188664A-8FA1-479F-9493-0DA4A6C592F7,10/3/2008,1,HPA,hypothalamic-pituitary-adrenal,,,
indication,e1171b54-c1a3-4220-bc8a-92f49f270183,1/18/2010,2,OCD,obsessive-compulsive disorder,,,
indication,ab2edabd-e57d-4754-9822-93bd17af9e88,6/14/2007,2,PSVT,paroxysmal supraventricular tachycardia,,,
indication,7db112de-473a-4407-bc1c-35d0ab748700,7/22/2011,1,DPNP,Diabetic Peripheral Neuropathic Pain,,,
indication,7db112de-473a-4407-bc1c-35d0ab748700,7/22/2011,1,FM,Fibromyalgia,,,
indication,7db112de-473a-4407-bc1c-35d0ab748700,7/22/2011,1,GAD,Generalized Anxiety Disorder,,,
indication,7db112de-473a-4407-bc1c-35d0ab748700,7/22/2011,1,FM,fibromyalgia,,,
indication,7db112de-473a-4407-bc1c-35d0ab748700,7/22/2011,1,MDD,major depressive disorder,,,
indication,7db112de-473a-4407-bc1c-35d0ab748700,7/22/2011,1,CLBP,chronic low back pain,,,
indication,A1CD682A-FA73-491D-B276-8C96D801B083,12/31/2006,1,moniliasis,MONISTAT 3 Vaginal Suppositories are indicated for the local treatment of vulvovaginal candidiasis,,,
indication,e185959e-d360-4ecc-8690-e62256f696cd,5/1/2012,1,HIV,human immunodeficiency virus,,,
indication,e496494b-f70c-4a82-b661-ddfca28be580,10/24/2011,1,NCEP,National Cholesterol Education Program,,,
indication,72ddd1c9-ddbd-4c95-acd9-003189a353a3,10/23/2006,1,ADHD,Attention Deficit Hyperactivity Disorder,,,
indication,b050b0ee-107c-4f82-8031-92ec68baa6a2,4/13/2011,10,OCD,Obsessive Compulsive Disorder,,,
indication,4f4a726a-8ac1-4a37-89ec-da1406784195,2/1/2010,1,kg,kilograms,,,
indication,9bbe219f-3bf1-44f4-a709-cd108c4fa9ef,10/6/2007,1,OTPs,opioid treatment programs,,,
indication,9bbe219f-3bf1-44f4-a709-cd108c4fa9ef,10/6/2007,1,SAMHSA,Substance Abuse and Mental Health Services Administration,,,
indication,9bbe219f-3bf1-44f4-a709-cd108c4fa9ef,10/6/2007,1,DEA,Drug Enforcement Administration,,,
indication,b8066438-9bf2-4417-87ce-f0c0975cf803,7/18/2011,1,DSM-III,Diagnostic and Statistical Manual of Mental Disorders-3rd edition,,,
indication,7a83e68b-0c37-4e1a-9648-ce21fb4aff00,8/8/2006,1,COPD,chronic obstructive pulmonary disease,,,
indication,7a83e68b-0c37-4e1a-9648-ce21fb4aff00,8/8/2006,1,PCP,Pneumocystis carinii pneumonia,,,
indication,4216e0ce-e3c4-4cd7-9321-34e1a9e3d867,9/28/2011,1,HIV,human immunodeficiency virus,,,
indication,35f99f76-f2ef-4a81-91ff-285419664be3,12/6/2011,6,CHC,Chronic Hepatitis C,,,
indication,35f99f76-f2ef-4a81-91ff-285419664be3,12/6/2011,6,CHC,,,,
indication,B242CB72-957A-4701-A2B1-75D5C28C8781,3/29/2007,4,ampicillin,anaerobic bacteria resistant to some penicillin antibiotics,,,
indication,dede8847-972b-41df-9f68-2e069f269af8,4/18/2008,6,topiramate,TOPAMAX® in the acute treatment of migraine headache has not been studied.®,,,
indication,f5cfb61e-d971-4a9c-b9ef-4f3368fe02f5,6/12/2012,7,HSV,herpes simplex virus,,,
indication,B7E8C9FB-75BC-0A1A-4523-4C0AB400E078,9/22/2008,1,AIDS,acquired immunodeficiency syndrome,,,
indication,68d04ab4-19c6-4d74-b346-2fe96452b4ad,1/29/2007,1,RA,rheumatoid arthritis,,,
indication,3494332D-3E3F-4EC5-82E9-38FD6107F32A,10/25/2007,1,i.e.,Infections,,,
indication,3ca226a5-b121-47d4-967f-bc2b40687dac,9/19/2011,2,CAD,1.2,,,
indication,0971fa2e-d660-48b0-9fbb-96a2db167b92,4/30/2010,1,kg,kilograms,,,
indication,59de2889-c3d3-4ebf-8826-13f30a3fa439,11/18/2010,1,OCD,Obsessive Compulsive Disorder,,,
indication,59de2889-c3d3-4ebf-8826-13f30a3fa439,11/18/2010,1,MDD,Major Depressive Disorder,,,
indication,28d7ba00-f824-4e55-139a-03f509c099db,1/5/2010,4,ICU,Intensive Care Unit,,,
indication,6a6964c3-e022-43e3-a88e-45806c5faba8,5/16/2011,1,ADHD,Attention-Deficit/Hyperactivity Disorder,,,
indication,6a6964c3-e022-43e3-a88e-45806c5faba8,5/16/2011,1,ADHD,Attention-Deficit/ Hyperactivity Disorder,,,
indication,590CD4BB-C1BD-4CF1-893A-1E418621EED4,8/2/2007,2,PTSD,Posttraumatic Stress Disorder,,,
indication,590CD4BB-C1BD-4CF1-893A-1E418621EED4,8/2/2007,2,GAD,Generalized Anxiety Disorder,,,
indication,590CD4BB-C1BD-4CF1-893A-1E418621EED4,8/2/2007,2,OCD,obsessive compulsive disorder,,,
indication,21d9c619-7e94-49e2-ac41-31e9ea96554a,3/14/2012,6,DOXIL,doxorubicin HCl liposome injection,,,
indication,de7f60ec-40ff-4f5f-8f72-5ff9711cc574,11/22/2010,1,MAC,Mycobacterium avium complex,,,
indication,5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7,3/15/2012,14,FMF,Familial Mediterranean fever,,,
indication,5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7,3/15/2012,14,FMF,familial Mediterranean fever,,,
indication,d7434c6c-5a26-46e0-bade-0c54d71112fc,5/3/2012,2,EIB,exercise-induced bronchoconstriction,,,
indication,23595590-cd10-4850-9d6f-d13b76726237,12/22/2011,3,PET,Positron Emission Tomography,,,
indication,665ABE12-209D-4B80-8020-EF9E3F9BDADE,5/28/2009,3,CLORPRES®,clonidine hydrochloride USP/chlorthalidone USP,,,
indication,85c0b466-4b32-48ad-a585-60c58ec450e1,4/10/2008,3,i.e.,post-ictus neurological condition,,,
indication,345478A6-8389-4229-92B3-6E40DA7B06FD,6/4/2007,2,BPH,Benign Prostatic Hyperplasia,,,
indication,D3B7A707-78AF-4FD5-9B66-B63050BBD6F6,3/30/2007,1,SAMHSA,Substance Abuse and Mental Health Services Administration,,,
indication,D3B7A707-78AF-4FD5-9B66-B63050BBD6F6,3/30/2007,1,OTPs,Opioid Treatment Programs,,,
indication,D3B7A707-78AF-4FD5-9B66-B63050BBD6F6,3/30/2007,1,DEA,Drug Enforcement Administration,,,
indication,5E70E915-B946-4A80-BCC6-3F49BC30F2F5,9/16/2007,1,SAMHSA,Substance Abuse and Mental Health Services Administration,,,
indication,5E70E915-B946-4A80-BCC6-3F49BC30F2F5,9/16/2007,1,OTPs,Opioid Treatment Programs,,,
indication,5E70E915-B946-4A80-BCC6-3F49BC30F2F5,9/16/2007,1,DEA,Drug Enforcement Administration,,,
indication,AD0F8925-F817-4460-AA6B-172A043A440B,5/11/2006,1,AIDS,acquired immunodeficiency syndrome,,,
indication,AD0F8925-F817-4460-AA6B-172A043A440B,5/11/2006,1,ACTG,AIDS Clinical Trials Group,,,
indication,AD0F8925-F817-4460-AA6B-172A043A440B,5/11/2006,1,TMP/SMX,trimethoprim?sulfamethoxazole,,,
indication,AD0F8925-F817-4460-AA6B-172A043A440B,5/11/2006,1,TMTX/LV,trial comparing Neutrexin with concurrent leucovorin protection,,,
indication,AD0F8925-F817-4460-AA6B-172A043A440B,5/11/2006,1,PCP,contraindicated.Pneumocystis carinii pneumonia,,,
indication,AD0F8925-F817-4460-AA6B-172A043A440B,5/11/2006,1,PCP,Pneumocystis carinii pneumonia,,,
indication,eee304d0-c2ea-44f4-97d9-92a414d31b6c,4/5/2011,6,SVR,Sustained Virologic Response,,,
indication,eee304d0-c2ea-44f4-97d9-92a414d31b6c,4/5/2011,6,CHC,chronic hepatitis C,,,
indication,18a9c172-7081-484a-8c3b-bde9b2e54e95,12/20/2011,2,DSM-III,Diagnostic and Statistical Manual of Mental Disorders-3rd edition,,,
indication,cf10ec82-1f41-45c0-b438-5ade38b5625a,6/14/2010,1,SAMHSA,Substance Abuse and Mental Health  Services Administration,,,
indication,cf10ec82-1f41-45c0-b438-5ade38b5625a,6/14/2010,1,DEA,Drug Enforcement  Administration,,,
indication,43CBC779-48D1-48FB-F09E-2D1722B4046D,8/29/2007,1,BPH,benign prostatic hyperplasia,,,
indication,a6c0e721-2021-4983-a305-49bdf8f135a9,12/8/2008,1,S. pyogenes,Streptococcus pyogenes,,,
indication,a6c0e721-2021-4983-a305-49bdf8f135a9,12/8/2008,1,S. pyogenes,older.Streptococcus pyogenes,,,
indication,F0FC4960-8262-48E1-805C-DAE63FD045B0,3/27/2007,1,ADHD,Attention Deficit Hyperactivity Disorder,,,
indication,352d26ca-9f68-42bd-ad8c-ed647aca7009,3/28/2007,1,PAF,paroxysmal atrial fibrillation/flutter,,,
indication,352d26ca-9f68-42bd-ad8c-ed647aca7009,3/28/2007,1,PSVT,paroxysmal supraventricular tachycardia,,,
indication,AE6C88E4-C6E6-4C5F-8248-F1D01D73DAB2,12/18/2008,2,BPH,Benign Prostatic Hyperplasia,,,
indication,604b9f2f-fee6-48ef-a6c2-289bf98692b1,6/20/2012,2,DPNP,Diabetic Peripheral Neuropathic Pain,,,
indication,604b9f2f-fee6-48ef-a6c2-289bf98692b1,6/20/2012,2,FM,Fibromyalgia,,,
indication,604b9f2f-fee6-48ef-a6c2-289bf98692b1,6/20/2012,2,GAD,Generalized Anxiety Disorder,,,
indication,604b9f2f-fee6-48ef-a6c2-289bf98692b1,6/20/2012,2,GAD,generalized anxiety disorder,,,
indication,604b9f2f-fee6-48ef-a6c2-289bf98692b1,6/20/2012,2,FM,fibromyalgia,,,
indication,604b9f2f-fee6-48ef-a6c2-289bf98692b1,6/20/2012,2,MDD,major depressive disorder,,,
indication,604b9f2f-fee6-48ef-a6c2-289bf98692b1,6/20/2012,2,CLBP,chronic low back pain,,,
indication,93285568-950e-4cdd-973e-0b714a536223,11/10/2011,3133,GAD,Generalized Anxiety Disorder,,,
indication,614401aa-cda6-4cea-88e8-11967fbdde6b,8/11/2010,2,MINOCIN®,minocycline hydrochloride,,,
indication,e498b80d-7177-4f9d-8471-2e8f913196af,11/9/2010,453,HeFH,Heterozygous Familial Hypercholesterolemia,,,
indication,e498b80d-7177-4f9d-8471-2e8f913196af,11/9/2010,453,CVD,cardiovascular disease,,,
indication,ba60c357-8e61-4a3d-b1dc-25602dbbfc2a,4/3/2012,1,GAD,Generalized Anxiety Disorder,,,
indication,ba60c357-8e61-4a3d-b1dc-25602dbbfc2a,4/3/2012,1,SSRI,selective serotonin reuptake inhibitor,,,
indication,ba60c357-8e61-4a3d-b1dc-25602dbbfc2a,4/3/2012,1,MDD,Major Depressive Disorder,,,
indication,1BC2A4BF-875D-4670-BBA5-BBCDF05E6B71,5/5/2008,1,OCD,obsessive compulsive disorder,,,
indication,e4a1887d-c0a8-4d18-9233-0d9c9d366807,12/7/2010,127,GAD,Generalized Anxiety Disorder,,,
indication,6d50ff09-5394-46d6-b306-f554ab8d7434,12/13/2010,140,MDD,major depressive disorder,,,
indication,8FBA17DA-573A-425B-B1D7-7DDEEEF3C957,6/3/2008,1,DSM-IV,DSM-IV.Social Anxiety Disorder,,,
indication,8FBA17DA-573A-425B-B1D7-7DDEEEF3C957,6/3/2008,1,SAD,Social Anxiety Disorder,,,
indication,8FBA17DA-573A-425B-B1D7-7DDEEEF3C957,6/3/2008,1,SAD,1.1)Social Anxiety Disorder,,,
indication,8FBA17DA-573A-425B-B1D7-7DDEEEF3C957,6/3/2008,1,MDD,Major Depressive Disorder,,,
indication,8FBA17DA-573A-425B-B1D7-7DDEEEF3C957,6/3/2008,1,MDD,1.2)Major Depressive Disorder,,,
indication,8FBA17DA-573A-425B-B1D7-7DDEEEF3C957,6/3/2008,1,SNRI,serotonin and norepinephrine reuptake inhibitor,,,
indication,8FBA17DA-573A-425B-B1D7-7DDEEEF3C957,6/3/2008,1,MDD,major depressive disorder,,,
indication,f2f03495-12b6-457a-901f-958b9c844bfd,10/27/2009,2,GAD,Generalized Anxiety  Disorder,,,
indication,da057d69-00a3-4f65-8cc8-9f08042a95a2,12/15/2011,1,CNS,CENTRAL NERVOUS SYSTEM,,,
indication,c857724f-b172-4844-ad42-6fa4c42b0405,1/22/2011,1,PET,Positron Emission Tomography,,,
indication,0e817af0-85f5-46a5-82a4-e08b1f701e86,5/24/2011,3024,OCD,Obsessive Compulsive Disorder,,,
indication,a61cf5cb-351d-4b31-b731-6154a27aeb56,1/13/2012,3,HIV,human immunodeficiency virus,,,
indication,44ff9ecb-4c2b-4ac5-b2dc-5f6e83dbb2fd,7/8/2011,1,i.e.,is elevation of chylomicrons,,,
indication,732834F2-E21F-4630-BEA8-AC5B41C8E1DA,8/31/2007,1,AML,acute myeloid leukemia,,,
indication,732834F2-E21F-4630-BEA8-AC5B41C8E1DA,8/31/2007,1,FAB,French-American-British,,,
indication,0201a4eb-f127-4e45-92a7-b65a1af65b24,8/20/2008,2,DSM-III,Diagnostic and Statistical Manual of Mental Disorders - 3rd edition,,,
indication,0c3b40ab-0dd9-4e1c-a8bc-bf2b36066314,2/22/2012,7,TURP,transurethral resection of the prostate,,,
indication,0c3b40ab-0dd9-4e1c-a8bc-bf2b36066314,2/22/2012,7,BPH,benign prostatic hyperplasia,,,
indication,ef14e332-51ac-ea97-3542-9bc92557dbed,8/20/2010,3,ICU,Intensive Care Unit,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,LDL-C,low-density lipoprotein cholesterol,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,HeFH,Heterozygous Familial Hypercholesterolemia,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,Apo B,apolipoprotein B,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,HDL-C,high-density lipoprotein cholesterol,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,CVD,cardiovascular disease,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,i.e.,is elevation of chylomicrons,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,total-C,total cholesterol,,,
indication,6fcd7ba3-02cd-41e9-85d5-494961155d3e,12/14/2011,2,TG,triglycerides,,,
indication,6c47a65b-2665-4391-ad69-25c4f5a8b010,2/18/2009,3,GAD,Generalized Anxiety Disorder,,,
indication,b83329ac-a65e-b3af-a3fb-c5a6c740e5e7,7/15/2011,5,e.g.,esophagitis or GERD symptoms,,,
indication,32266029-c710-44dd-943f-7e31d0afa622,6/4/2012,8,TURP,transurethral resection of the prostate,,,
indication,32266029-c710-44dd-943f-7e31d0afa622,6/4/2012,8,BPH,benign prostatic hyperplasia,,,
indication,810c8752-a7cb-0bce-777d-8539429773c2,9/9/2009,4,PI,primary humoral immunodeficiency,,,
indication,7fccca4e-fb8f-42b8-9555-8f78a5804ed3,4/10/2007,2,sBCC,superficial basal cell carcinoma,,,
indication,7fccca4e-fb8f-42b8-9555-8f78a5804ed3,4/10/2007,2,AK,actinic keratoses,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,LDL-C,low-density lipoprotein cholesterol,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,HeFH,Heterozygous Familial Hypercholesterolemia,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,Apo B,apolipoprotein B,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,HDL-C,high-density lipoprotein cholesterol,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,CVD,cardiovascular disease,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,i.e.,is elevation of chylomicrons,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,total-C,total cholesterol,,,
indication,b3022011-4c11-7516-1f6e-ef606f5954a4,2/2/2010,6,TG,triglycerides,,,
indication,0a5ce8f7-2f8e-4944-7692-5a1c549f451a,10/12/2010,6,BMI,body mass index,,,
indication,d76a0419-05ee-437e-884c-65807aea9569,2/22/2012,11,HCTZ,hydrochlorothiazide,,,
indication,d76a0419-05ee-437e-884c-65807aea9569,2/22/2012,11,ARB,angiotensin II receptor blocker,,,
indication,d76a0419-05ee-437e-884c-65807aea9569,2/22/2012,11,Diovan,Diovan HCT is the combination tablet of valsartan,,,
indication,a1dc5b3f-0bca-461e-9018-32efcf335653,12/22/2011,2,DSM,Diagnostic and Statistical Manual,,,
indication,cd4d1aeb-debf-458a-83c1-fa098d4d3415,4/29/2010,5,RLS,Restless Legs Syndrome,,,
indication,315c128a-272d-4c57-bfbe-1a8b3402af08,7/21/2011,1,RDS,radiologic findings,,,
indication,315c128a-272d-4c57-bfbe-1a8b3402af08,7/21/2011,1,RDS,Respiratory Distress Syndrome,,,
indication,b4dfe70f-0a86-4488-9ba1-dcd8f86cbfcd,8/3/2007,1,ERCP,endoscopic retrograde cholangiopancreatography,,,
indication,003aee15-e811-4dae-aa8c-4381ae5a17e3,3/5/2012,1,DSM,Diagnostic and Statistical Manual,,,
indication,3bc802bd-76b4-4f45-8571-a436ec26228e,12/2/2009,1,CBC,complete blood count,,,
indication,754EE84C-AD16-4B06-BD1C-6791C758F908,5/31/2007,2,DSM-III,Diagnostic and Statistical Manual of Mental Disorders - 3rd edition,,,
indication,58172053-c4ea-439f-877d-926ab14eb172,10/20/2011,1,NCEP,National Cholesterol Education Program,,,
indication,82d793ee-4039-45fc-ac83-4bd5235f00aa,10/1/2011,1,GAD,Generalized Anxiety Disorder,,,
indication,82d793ee-4039-45fc-ac83-4bd5235f00aa,10/1/2011,1,SSRI,selective serotonin reuptake inhibitor,,,
indication,82d793ee-4039-45fc-ac83-4bd5235f00aa,10/1/2011,1,MDD,Major Depressive Disorder,,,
indication,fb0ff563-b87b-439b-885d-49572d3c0c12,11/22/2010,1,MAC,Mycobacterium avium complex,,,
indication,324a3791-d53e-4716-89cc-9516917407cf,6/21/2012,4,LDL-C,low-density lipoprotein cholesterol,,,
